id;model;klasa;cena;rok;przebieg;pojemnosc_silnika;skrzynia_biegow;link
35270;BMW Seria5;D;5.944444444444445;2008;304;2497;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-seria-5-523i-e61-mpakiet-2008-ID6GCBQ6.html
35292;BMW Seria3;C;6.111111111111111;2001;349;2979;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-3-bmw-seria-3-330i-ID6GC6kT.html
35304;BMW Seria5;D;6.199999999999999;2005;335;2996;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-3-0-ben-258-km-bi-xenon-skora-nawigacja-komforty-ID6GzkwZ.html
35305;BMW Seria5;D;6.199999999999999;2007;349;2996;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-5-x-drive-navi-skory-bezwypadkowy-ID6Gspld.html
35306;BMW Seria7;X;6.199999999999999;2006;329;4000;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-740i-automat-klimatronic-skora-pdc-alu-zadbany-ID6GC2c6.html
35317;BMW Seria5;D;6.222222222222222;2008;323;2497;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-5-100-org-lakier-bezwypadek-nowe-opony-super-stan-carplay-bi-xeno-ID6Gzh5g.html
35344;BMW Seria5;D;6.555555555555555;2006;330;2996;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-seria-5-530i-sedan-ID6GCPw0.html
35364;BMW Seria5;D;6.644444444444444;1996;303;4398;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-540i-e39-zarejestrowana-zadbana-full-opcja-ID6Gswx8.html
35381;BMW Seria7;X;6.666444444444444;2001;352;4398;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-bmw-745i-e65-ID6GDsmF.html
35391;BMW Seria3;C;6.666666666666667;2005;373;2979;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-3-lift-baza-do-klasyka-youngtimer-ID6GAgSv.html
35392;BMW Seria7;X;6.844444444444445;1999;391;3498;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-3-5-v8-238km-e38-sprowadzony-zadbany-xeony-masaze-film-ID6GAyio.html
35431;BMW Seria3;C;7.222222222222222;1994;303;1796;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-3-bmw-e36-gt-klass-ii-ID6GB0Zs.html
35434;BMW Seria5;D;7.2666666666666675;1994;410;2997;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-touring-v8-bez-korozji-ID6GCYO1.html
35465;BMW Seria3;C;7.533333333333333;2009;320;1995;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-3-m-pakiet-keyless-duza-navi-fotochrom-shadow-line-jasna-skora-elektryka-ID6GsIEc.html
35467;BMW X3;X;7.555555555555555;2007;302;2497;Automatyczna;otomoto.pl/osobowe/oferta/bmw-x3-atrakcyjna-bmw-x3-automat-skora-ID6GzHrt.html
35488;BMW Seria5;D;7.888888888888889;2004;398;4398;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-545i-e61-333km-benzyna-lpg-ID6GCSgG.html
35508;BMW Seria5;D;8.11111111111111;2011;306;2996;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-f11-benzyna-automat-super-stan-ID6GAxRv.html
35520;BMW Seria7;X;8.2;2001;320;2793;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-bmw-e38-2001-liftexecutiveks-serwisowaswietny-stan-ID6Gzh4I.html
35539;BMW Seria3;C;8.555555555555555;2006;305;2497;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-3-bmw-seria-3-e90-325i-full-m-pakiet-ID6GADaS.html
35546;BMW Z4;X;8.886666666666667;2005;323;2171;Manualna;otomoto.pl/osobowe/oferta/bmw-z4-2-komplety-kol-mozliwa-zamiana-door-to-door-faktura-vat-ID6Gx8mO.html
35619;BMW Seria7;X;10.0;2000;320;5379;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-bmw-e38-lift-750i-ID6GjGhK.html
35632;BMW Seria5;D;10.333333333333334;2013;349;1997;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-f10-bogate-wyposazenie-ID6GtYOL.html
35647;BMW Seria7;X;10.600000000000001;1995;327;5379;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-750i-v12-automat-full-piekna-okazja-ID6GB60X.html
35666;BMW Seria5;D;10.88888888888889;1997;302;4398;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-ID6GhX8l.html
35697;BMW Seria5;D;11.11111111111111;2017;398;1998;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-g30-g31-2-0-benzyna-184km-2017r-ID6GAudq.html
35711;BMW Seria7;X;11.555555555555555;1995;362;5379;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-7-bmw-e38-750i-v12-ID6Gtc6w.html
35737;BMW Seria5;D;12.644444444444444;2011;332;2996;Manualna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-5-f10-523i-204-km-ID6GzkXj.html
35971;BMW Seria5;D;16.22222222222222;2012;317;2979;Automatyczna;otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-535i-xdrive-ID6GAiXe.html
37365;Ford Focus;C;0.6333333333333333;2000;330;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-ford-focus-kombi-1-6-benzyna-1-wlasciciel-ID6GDGjL.html
37415;Ford C-Max;X;1.3311111111111111;2004;353;1798;Manualna;otomoto.pl/osobowe/oferta/ford-focus-c-max-2004r-1-8-benzyna-gaz-klimatyzacja-zamiana-ID6GDGQn.html
37419;Ford Focus;C;1.3333333333333333;2005;325;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-benzyna-ID6GyC4W.html
37452;Ford Focus;C;1.5555555555555556;2007;305;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6-ID6GCe73.html
37487;Ford Focus;C;1.7777777777777777;2006;317;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-fokus-mk2-platinium-kombi-bezwypadkowy-ID6GDafM.html
37497;Ford Fiesta;B;1.8666666666666667;2011;312;1242;Manualna;otomoto.pl/osobowe/oferta/ford-fiesta-van-2-osobowy-klimatyzacja-sprawna-nowe-opony-akumulator-ID6GgEV5.html
37608;Ford Mondeo;D;2.4222222222222225;2005;315;2967;Manualna;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-mk3-3-0-v6-200km-kombi-ID6GBmLv.html
37630;Ford Focus;C;2.5555555555555554;2009;305;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-benzyna-klimatyzacja-kombi-ID6FNT9j.html
37663;Ford Focus;C;2.7777777777777777;2010;341;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2fl-trend-kombi-1-6-16v-benzyna-2010-ID6GD9Lh.html
37729;Ford Mondeo;D;3.088888888888889;2008;317;1998;Manualna;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-2-0b-2008r-titanium-x-convers-nawigacja-climatronic-alu-ID6GA7gK.html
37730;Ford Mondeo;D;3.088888888888889;2004;334;2967;Manualna;otomoto.pl/osobowe/oferta/ford-mondeo-st-3-0-v6-226km-bezwypadkowy-zdrowy-zadbany-czerwona-skora-recaro-ID6GAKOD.html
37747;Ford Mondeo;D;3.088888888888889;2008;317;1998;Manualna;otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-2-0b-2008r-titanium-x-convers-nawigacja-climatronic-alu-ID6GA7gK.html
37748;Ford Mondeo;D;3.088888888888889;2004;334;2967;Manualna;otomoto.pl/osobowe/oferta/ford-mondeo-st-3-0-v6-226km-bezwypadkowy-zdrowy-zadbany-czerwona-skora-recaro-ID6GAKOD.html
37798;Ford Focus;C;3.3111111111111113;2008;305;1596;Manualna;otomoto.pl/osobowe/oferta/ford-focus-1-6b-100km-navi-dobry-stan-ID6GCNGa.html
38169;Ford Focus;C;4.422222222222222;2015;335;998;Manualna;otomoto.pl/osobowe/oferta/ford-focus-focus-1-0-ecoboost-klima-salon-pl-2015-ID6GqeRF.html
38454;Ford C-MAX;MC;5.533333333333333;2012;340;1596;Manualna;otomoto.pl/osobowe/oferta/ford-grand-c-max-grand-c-max-1-6-benzyna-ID6GlP9F.html
38756;Ford Focus;C;6.333333333333333;2015;342;1596;Automatyczna;otomoto.pl/osobowe/oferta/ford-focus-stan-bardzo-dobry-ID6Gxc1U.html
38885;Ford S-Max;X;6.644444444444444;2011;308;1999;Automatyczna;otomoto.pl/osobowe/oferta/ford-s-max-rodzinny-minivan-7os-benzyna-automat-203km-wyposazenie-titanium-ID6GBNM2.html
38905;Ford S-Max;X;6.644444444444444;2011;308;1999;Automatyczna;otomoto.pl/osobowe/oferta/ford-s-max-rodzinny-minivan-7os-benzyna-automat-203km-wyposazenie-titanium-ID6GBNM2.html
39041;Ford Mondeo;D;7.110888888888889;2012;320;1999;Automatyczna;otomoto.pl/osobowe/oferta/ford-mondeo-sprzedam-ford-mondeo-mk4-ID6Gnb4F.html
39881;Ford F150;X;12.644444444444444;2005;325;5400;Automatyczna;otomoto.pl/osobowe/oferta/ford-f150-pickup-long-klimatyzacja-5-4-benzyna-4x4-hak-po-calkowitej-renowacji-ID6GAwmb.html
40583;Ford Puma;X;24.4;2023;978;999;Manualna;otomoto.pl/osobowe/oferta/ford-puma-st-line-x-2023r-1-0-ecoboost-hybrid-125-km-m6-demo-ID6GzOJO.html
40668;Ford Focus;C;28.200000000000003;2023;900;999;Automatyczna;otomoto.pl/osobowe/oferta/ford-focus-st-line-x-1-0-ecoboost-mhev-155km-automat-a7-demo-ID6FiXap.html
40762;Ford F150;X;40.0;2008;334;5408;Automatyczna;otomoto.pl/osobowe/oferta/ford-f150-harley-davidson-105th-anniversary-edition-z-2008-roku-ID6GB7Jk.html
40784;Toyota Yaris;B;0.7777777777777778;2002;320;998;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-toyota-yaris-i-2002-r-benzyna-998-cm3-vvti-65-km-ID6Gzh9x.html
40800;Toyota Avensis;D;1.1777777777777778;2003;347;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-1-8-benzyna-kombi-ID6GdIww.html
40801;Toyota Corolla;C;1.2000000000000002;2004;321;1398;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-1-4-vvt-i-terra-ID6Gkj1w.html
40815;Toyota Yaris;B;1.4;2006;354;1298;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-toyota-yaris-1-3-bdb-stan-techniczny-krakow-pd-ID6GzrkA.html
40831;Toyota Corolla Verso;X;1.5555555555555556;2005;337;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-verso-corolla-verso-benzyna-ID6GDOHg.html
40832;Toyota Yaris;B;1.5555555555555556;2007;415;998;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-toyota-yaris-1-0-benzyna-ID6GCWnm.html
40835;Toyota Corolla Verso;X;1.6222222222222222;2002;330;1795;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-verso-pierwszy-wlasciciel-salon-japonczyk-ID6GDF1Z.html
40849;Toyota Corolla;C;1.7555555555555555;2002;323;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-zarejestrowana-doinwestowana-top-stan-ID6GDFIZ.html
40850;Toyota Corolla Verso;X;1.7777777777777777;2002;399;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-verso-pierwszy-wlasciciel-1-8vvt-i-e12-135-km-japonczyk-nie-turek-ID6GD9v7.html
40852;Toyota Corolla;C;1.7777777777777777;2004;314;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-1-6-vvti-ID6Gd26y.html
40857;Toyota Corolla;C;1.822222222222222;2004;305;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-1-6-110km-2004r-ver-polaris-ID6GCEcf.html
40860;Toyota Avensis;D;1.8888888888888888;2004;328;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-sprzedam-zadbana-toyote-avensis-1-8-vvt-benzyna-kombi-ID6G7Rvv.html
40864;Toyota Avensis;D;1.8888888888888888;1997;329;1587;Manualna;otomoto.pl/osobowe/oferta/toyota-carina-toyota-carina-1-6-kat-w-bardzo-dobrym-stanie-technicznym-ID6GBwOZ.html
40872;Toyota Corolla;C;1.9977777777777779;2007;350;1398;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-e12-hatchback-2007r-5d-ID6GzsUj.html
40875;Toyota RAV4;SD;2.0;1994;365;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-rav4-ID6Gy7ed.html
40877;Toyota Corolla;C;2.0;1996;318;1599;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-limuzyna-metalik-z-usa-pierwszy-wlasciciel-ID6Gz7Hm.html
40884;Toyota Corolla;C;2.111111111111111;2002;313;1398;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-kombi-2002r-salon-plo-ID6GyIvT.html
40887;Toyota Avensis;D;2.177777777777778;2004;328;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-z-polskiego-salonu-ID6Gzgll.html
40901;Toyota Corolla;C;2.222;2003;373;1398;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-democar-ID6GxM9E.html
40919;Toyota Avensis;D;2.3333333333333335;2004;361;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-ii-t25-2-0-vvt-i-benzyna-108kw-147km-2004-r-ID6GB9Mg.html
40924;Toyota Avensis;D;2.4222222222222225;2003;321;1998;Automatyczna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-t25-2003-r-kombi-2-0-benzyna-automat-polski-salon-ID6GAANq.html
40937;Toyota Corolla;C;2.4444444444444446;2006;312;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-toyota-corolla-szuka-nowego-wlasciciela-ID6FSMZS.html
40958;Toyota Avensis;D;2.6222222222222222;2003;315;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-sprzedam-toyota-avensis-2003r-2-0-ID6GCmDn.html
40979;Toyota Avensis;D;2.7775555555555558;2005;304;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-2-0-kombi-dobry-stan-prywatnie-ID6GmvDz.html
40980;Toyota Corolla;C;2.7777777777777777;2007;304;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-auris-toyota-auris-i-2007-dual-vvt-i-1-6-124km-benzyna-ID6GhMpV.html
40982;Toyota Corolla Verso;X;2.7777777777777777;2008;335;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-verso-toyota-corolla-verso-2008-1-8-benzyna-ID6GoU3i.html
40996;Toyota Avensis;D;2.8666666666666667;2003;317;1998;Automatyczna;otomoto.pl/osobowe/oferta/toyota-avensis-1wlasciciel-salon-pl-2-0benz-automat-skory-xenon-el-fotele-gwarancja-ID6FNU9N.html
41001;Toyota Avensis;D;2.888888888888889;2007;312;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-kombi-1-8-benzyna-2007-ID6FYikf.html
41010;Toyota Corolla;C;2.977777777777778;2007;320;1398;Manualna;otomoto.pl/osobowe/oferta/toyota-auris-wlasciciel-od-7-lat-stan-b-dobry-silnik-po-remoncie-klimatyzacja-ID6GnPHr.html
41017;Toyota Celica;X;3.0;2000;340;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-celica-toyota-celica-vii-7-ID6GzrdZ.html
41046;Toyota Avensis;D;3.111111111111111;2007;310;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-trzeci-wlasciciel-bez-awaryjne-auto-ID6GDpTk.html
41054;Toyota RAV4;SD;3.111111111111111;2001;342;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-rav4-toyota-rav4-2-0-vvt-i-4x4-3-drzwiowa-ID6GDrFh.html
41062;Toyota Yaris;B;3.2222222222222223;2006;301;1298;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-pierwszy-wlasciciel-2006-ID6GzVv9.html
41073;Toyota Yaris;B;3.3111111111111113;2016;336;998;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-od-firmy-pelna-fv-vat-ID6GATeI.html
41164;Toyota Celica;X;3.7333333333333334;2000;301;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-celica-1-8-vvt-i-143km-ID6GDzKY.html
41189;Toyota Celica;X;3.7777777777777777;2002;308;1794;Manualna;otomoto.pl/osobowe/oferta/toyota-celica-toyota-celica-1-8-vvt-i-ID6GAfmm.html
41213;Toyota Avensis;D;3.9777777777777774;2008;322;2362;Automatyczna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-t25-2008-2-4-automat-ID6GDtCX.html
41234;Toyota Prius;X;3.9997777777777777;2008;360;1497;Automatyczna;otomoto.pl/osobowe/oferta/toyota-prius-promocja-ladna-zadbana-toyota-prius-ii-licencja-lpg-ID6Gnclr.html
41290;Toyota Avensis;D;4.333333333333333;2009;354;1987;Automatyczna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-t27-lpg-nowa-cena-ID6GA4M4.html
41345;Toyota RAV4;SD;4.644444444444444;2004;350;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-rav4-toyota-rav-4-2-0-benzyna-4x4-salon-polska-pierwszy-wlasciciel-ID6Gt2bv.html
41354;Toyota Yaris;B;4.666666666666667;2014;321;998;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-salon-polska-i-wlasciciel-ID6GAr9B.html
41381;Toyota RAV4;SD;4.866666666666666;2004;310;1998;Manualna;otomoto.pl/osobowe/oferta/toyota-rav4-toyota-rav4-4x4-niezawodne-auto-ID6GCWGE.html
41591;Toyota Avensis;D;6.422222222222222;2011;351;1798;Automatyczna;otomoto.pl/osobowe/oferta/toyota-avensis-salon-polska-1-8-147km-premium-automat-bezwypadkowy-serwis-w-aso-ID6GznyH.html
41716;Toyota Corolla;C;7.222222222222222;2018;339;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-corolla-pierwszy-wlasciciel-ID6GAWYs.html
41822;Toyota Corolla;C;7.777777777777778;2017;307;1598;Manualna;otomoto.pl/osobowe/oferta/toyota-auris-toyota-auris-1-6-pb-premium-pakiet-business-ID6GrDtG.html
41890;Toyota Avensis;D;8.222222222222221;2013;318;1987;Manualna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-t27-2-0-benzyna-panoramiczny-dach-ID6GDx3z.html
41992;Toyota Highlander;X;9.088888888888889;2008;320;3311;Automatyczna;otomoto.pl/osobowe/oferta/toyota-highlander-toyota-highlander-3300-cm-hybryda-7-osob-bezwypadkowa-ID6GaIBq.html
42045;Toyota RAV4;SD;9.533333333333333;2010;317;1987;Manualna;otomoto.pl/osobowe/oferta/toyota-rav4-toyota-rav4-2-0-4x4-ID6GzUAJ.html
42247;Toyota Avensis;D;10.866666666666667;2016;309;1987;Automatyczna;otomoto.pl/osobowe/oferta/toyota-avensis-toyota-avensis-2-0-benzyna-salon-polska-ID6GAhFX.html
42785;Toyota Yaris;B;15.555555555555555;2020;662;1496;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-jak-nowy-pachnie-nowoscia-jedyny-taki-na-rynku-tylko-662km-rezerwacja-ID6GDmuH.html
43035;Toyota Aygo;A;17.777555555555555;2023;581;998;Manualna;otomoto.pl/osobowe/oferta/toyota-aygo-x-x-1-0-vvt-i-executive-ID6GzZdb.html
43036;Toyota Aygo;A;17.777555555555555;2023;581;998;Manualna;otomoto.pl/osobowe/oferta/toyota-aygo-x-x-1-0-vvt-i-executive-ID6GzZcY.html
43145;Toyota Yaris;B;19.533333333333335;2023;630;1496;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-1-5-comfort-style-tech-salon-pl-demo-serwis-aso-fv23-pewne-auto-ID6Gl8u1.html
43356;Toyota Proace;X;28.622222222222224;2022;508;1199;Automatyczna;otomoto.pl/osobowe/oferta/toyota-proace-city-verso-toyota-proace-city-verso-1-2-t-a-t-family-przebieg-tylko-500-km-ID6GCsgU.html
43357;Toyota Proace;X;28.622222222222224;2022;508;1199;Automatyczna;otomoto.pl/osobowe/oferta/toyota-proace-city-verso-toyota-proace-city-verso-1-2-t-a-t-family-przebieg-tylko-500-km-ID6GDIpo.html
43417;Toyota Yaris;B;34.422222222222224;2022;797;1618;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-gr-1-6-dynamic-salon-pl-gwarancja-ID6GxRDu.html
43441;Toyota Yaris;B;37.75555555555556;2023;524;1618;Manualna;otomoto.pl/osobowe/oferta/toyota-yaris-promocja-do-03-08-od-reki-nowy-500-km-pakiet-sport-biala-perla-ID6GwVKX.html
43470;Toyota Land Cruiser;X;43.333333333333336;2012;311;4608;Automatyczna;otomoto.pl/osobowe/oferta/toyota-land-cruiser-unikatowa-wersja-pierwszy-wlasciciel-ID6GeaHE.html
43475;Toyota Prius;X;43.97777777777778;2023;981;1987;Automatyczna;otomoto.pl/osobowe/oferta/toyota-prius-prius-plug-in-prestige-2-0-hybrid-dynamic-force-223km-samochod-demo-ID6G56l9.html
43489;Opel Astra;C;0.6444444444444444;2006;426;1364;Manualna;otomoto.pl/osobowe/oferta/opel-astra-opel-astra-g-caravan-t98-kombi-90km-ID6GzlS6.html
43490;Opel Insignia;D;0.6444444444444444;2000;385;1799;Manualna;otomoto.pl/osobowe/oferta/opel-vectra-abs-klima-elektryka-poduszki-zadbany-aktualny-przeglad-ubezp-ID6GbrTB.html
43552;Opel Corsa;B;1.2222222222222223;2007;320;1229;Manualna;otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-d-1-2-dlugie-oplaty-ID6GABmZ.html
43556;Opel Combo;X;1.2222222222222223;2002;315;1589;Manualna;otomoto.pl/osobowe/oferta/opel-combo-opel-combo-osoba-prywatna-ID6GARxR.html
43603;Opel Insignia;D;1.5333333333333334;2003;312;1796;Manualna;otomoto.pl/osobowe/oferta/opel-vectra-opel-vectra-c-1-8-benzyna-ID6GBLMa.html
43610;Opel Astra;C;1.5553333333333332;2009;310;1364;Manualna;otomoto.pl/osobowe/oferta/opel-astra-lift-klima-gtc-serviszadbana-niemcy-okazja-ID6GAzBq.html
43621;Opel Astra;C;1.5777777777777777;1999;353;1796;Manualna;otomoto.pl/osobowe/oferta/opel-astra-astra-g-1-8-16v-sport-recaro-3d-ID6GB7iy.html
43622;Opel Astra;C;1.6;2005;320;1598;Manualna;otomoto.pl/osobowe/oferta/opel-astra-sprzedam-opla-ID6Gzgah.html
43749;Opel Insignia;D;2.111111111111111;2005;324;1998;Manualna;otomoto.pl/osobowe/oferta/opel-vectra-opel-vectra-c-2-0t-cosmo-ID6Gwk6O.html
43829;Opel Omega;X;2.2222222222222223;2002;301;2198;Manualna;otomoto.pl/osobowe/oferta/opel-omega-ID6GBJhL.html
43830;Opel Corsa;B;2.2222222222222223;2009;322;1229;Manualna;otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-1-2-ID6GAacV.html
43856;Opel Astra;C;2.4222222222222225;2008;369;1598;Manualna;otomoto.pl/osobowe/oferta/opel-astra-1-6i-115km-klimatyzacja-zarejestrowany-ID6GAVXY.html
43873;Opel Astra;C;2.4222222222222225;2007;346;1796;Manualna;otomoto.pl/osobowe/oferta/opel-astra-nawi-klima-ID6GzNLV.html
43879;Opel Astra;C;2.4222222222222225;2008;369;1598;Manualna;otomoto.pl/osobowe/oferta/opel-astra-1-6i-115km-klimatyzacja-zarejestrowany-ID6GAVXY.html
43888;Opel Meriva;MB;2.4444444444444446;2007;337;1364;Manualna;otomoto.pl/osobowe/oferta/opel-meriva-opel-meriva-a-ID6GConW.html
43979;Opel Astra;C;2.6664444444444446;2006;310;1598;Manualna;otomoto.pl/osobowe/oferta/opel-astra-1-6-16v-klimatyzacja-sprawna-z-niemiec-ID6GAh0h.html
44033;Opel Zafira;MC;2.822222222222222;2007;306;1796;Manualna;otomoto.pl/osobowe/oferta/opel-zafira-opel-zafira-2007rok-1-8-benzyna-140-km-tempomat-7-osobowy-ID6GDMqT.html
44135;Opel Signum;X;3.0;2004;305;3175;Manualna;otomoto.pl/osobowe/oferta/opel-signum-vectra-3-2-v6-211km-lpg-ID6GCWTN.html
44481;Opel Insignia;D;3.7777777777777777;2009;400;2792;Automatyczna;otomoto.pl/osobowe/oferta/opel-insignia-opel-insignia-sports-tourer-2-8t-260km-ID6Ged0a.html
44626;Opel Insignia;D;4.199999999999999;2011;322;1598;Manualna;otomoto.pl/osobowe/oferta/opel-insignia-180-km-atrakcyjna-cena-ID6GAwzC.html
44718;Opel Astra;C;4.555555555555555;2015;339;1598;Manualna;otomoto.pl/osobowe/oferta/opel-astra-opel-astra-iv-ID6GaPeE.html
45086;Opel Insignia;D;5.444444444444445;2003;306;1998;Manualna;otomoto.pl/osobowe/oferta/opel-vectra-opel-vectra-c-2-0t-gts-opc-lift-tuning-211km-perelka-ID6GCY4V.html
45273;Opel Astra;C;5.7555555555555555;2019;302;1399;Manualna;otomoto.pl/osobowe/oferta/opel-astra-okazja-1-4-t-150km-salon-pl-pierwszy-wlasciciel-ledy-fv-vat23-ID6GigHe.html
47859;Opel Crossland;SB;18.866666666666667;2022;982;1199;Manualna;otomoto.pl/osobowe/oferta/opel-crossland-x-suv-z-polskiej-sieci-dealerskiej-z-niskim-przebiegiem-982-km-ID6GBibu.html
47866;Opel Corsa;B;18.88888888888889;2023;957;1199;Manualna;otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-gs-1-2-turbo-100km-ID6GCxpd.html
47961;Opel Astra;C;21.288888888888888;2022;845;1199;Manualna;otomoto.pl/osobowe/oferta/opel-astra-najnowsza-astra-bardzo-bogata-pakiet-biznes-ID6FFsPH.html
47986;Opel Crossland;SB;21.755555555555556;2023;450;1199;Automatyczna;otomoto.pl/osobowe/oferta/opel-crossland-fv-od-dealera-automat-panorama-ID6GkpCz.html
48039;Opel Crossland;SB;23.08888888888889;2022;360;1199;Manualna;otomoto.pl/osobowe/oferta/opel-crossland-salon-polska-bezwypadkowy-i-wlasci-bogata-wersja-przebieg-360km-ID6FLe1E.html
48104;Opel Mokka;SB;24.44222222222222;2023;575;1199;Automatyczna;otomoto.pl/osobowe/oferta/opel-mokka-gs-130-km-automat-demo-i-wl-gwarancja-fv-23-ID6GzIQ2.html
48147;Opel Astra;C;26.644444444444446;2023;820;1199;Automatyczna;otomoto.pl/osobowe/oferta/opel-astra-130km-automat-salon-pl-serwis-aso-fv23-bezwypadkowy-ID6G1GTX.html
48166;Opel Grandland;SC;28.866666666666667;2023;870;1199;Automatyczna;otomoto.pl/osobowe/oferta/opel-grandland-130km-automat-salon-pl-serwis-aso-fv23-bezwypadkowy-ID6G0KEr.html
48172;Opel Grandland;SC;29.110888888888887;2023;466;1199;Automatyczna;otomoto.pl/osobowe/oferta/opel-grandland-pierwszy-wlasciciel-stan-salonowy-ID6Gwsza.html
48190;Citroën C4;C;0.7777777777777778;2001;332;1587;Manualna;otomoto.pl/osobowe/oferta/citroen-xsara-sprawny-citroen-xsara-1-6-klima-zamiana-ID6GuMwg.html
48294;Citroën C5;X;1.9777777777777779;2006;313;1749;Manualna;otomoto.pl/osobowe/oferta/citroen-c5-stan-bardzo-dobry-bezwypadkowy-oryginalny-przebieg-ID6G62qW.html
